work_year;job_title;job_category;salary_currency;salary;employee_residence;experience_level;company_location;company_size
2023;Data Engineer;Data Engineering;USD;145000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;115000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;180400;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;138800;United States;Senior;United States;M
2023;Research Analyst;Data Science and Research;USD;148350;United States;Senior;United States;M
2023;Research Analyst;Data Science and Research;USD;87400;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;87500;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;USD;62500;United States;Mid-level;United States;M
2023;Data Science Consultant;Data Science and Research;USD;157550;United States;Senior;United States;M
2023;Data Science Consultant;Data Science and Research;USD;104650;United States;Senior;United States;M
2023;Data Manager;Leadership and Management;USD;115500;United States;Mid-level;United States;M
2023;Data Manager;Leadership and Management;USD;73500;United States;Mid-level;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;309000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;142000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;139500;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;118575;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;129150;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;98400;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;192500;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;140000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;GBP;55000;United Kingdom;Mid-level;United Kingdom;M
2023;Data Engineer;Data Engineering;GBP;55000;United Kingdom;Mid-level;United Kingdom;M
2023;Business Intelligence Developer;BI and Visualization;USD;98010;United States;Senior;United States;M
2023;Business Intelligence Developer;BI and Visualization;USD;66825;United States;Senior;United States;M
2023;Data Manager;Leadership and Management;USD;145000;United States;Senior;United States;M
2023;Data Manager;Leadership and Management;USD;130000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;95000;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;USD;80000;United States;Mid-level;United States;M
2023;Decision Scientist;Data Science and Research;USD;204500;United States;Mid-level;United States;M
2023;Decision Scientist;Data Science and Research;USD;142200;United States;Mid-level;United States;M
2023;Data Scientist;Data Science and Research;USD;120000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;100000;United States;Senior;United States;M
2023;Data Science Manager;Data Science and Research;USD;190000;United States;Senior;United States;M
2023;Data Science Manager;Data Science and Research;USD;170000;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;155000;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;130000;United States;Senior;United States;M
2023;Data Manager;Leadership and Management;USD;115500;United States;Mid-level;United States;M
2023;Data Manager;Leadership and Management;USD;73500;United States;Mid-level;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;204500;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;142200;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;170000;United States;Mid-level;United States;S
2023;Machine Learning Engineer;Machine Learning and AI;USD;120000;United States;Mid-level;United States;S
2023;Data Analyst;Data Analysis;USD;229000;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;USD;131000;United States;Mid-level;United States;M
2023;Data Architect;Data Architecture and Modeling;GBP;85000;United Kingdom;Senior;United Kingdom;M
2023;Data Architect;Data Architecture and Modeling;GBP;75000;United Kingdom;Senior;United Kingdom;M
2023;Data Analyst;Data Analysis;USD;192000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;164000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;181500;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;112200;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;223800;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;172100;United States;Senior;United States;M
2023;Applied Scientist;Data Science and Research;USD;258800;United States;Senior;United States;M
2023;Applied Scientist;Data Science and Research;USD;199200;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;185000;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;148000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;193600;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;119700;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;175750;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;136742;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;257400;United States;Mid-level;United States;M
2023;Research Engineer;Data Science and Research;USD;193500;United States;Mid-level;United States;M
2023;Data Scientist;Data Science and Research;USD;228856;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;144540;United States;Senior;United States;M
2023;Data Architect;Data Architecture and Modeling;USD;170000;United States;Senior;United States;M
2023;Data Architect;Data Architecture and Modeling;USD;140000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;155000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;125000;United States;Senior;United States;M
2023;Data Architect;Data Architecture and Modeling;USD;170000;United States;Senior;United States;M
2023;Data Architect;Data Architecture and Modeling;USD;140000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;150600;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;120500;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;176000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;152000;United States;Senior;United States;M
2023;Analytics Engineer;Leadership and Management;USD;200000;United States;Senior;United States;L
2023;Data Strategist;Data Architecture and Modeling;USD;115500;United States;Mid-level;United States;M
2023;Data Strategist;Data Architecture and Modeling;USD;73500;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;GBP;110000;United Kingdom;Executive;United Kingdom;M
2023;Data Engineer;Data Engineering;GBP;80000;United Kingdom;Executive;United Kingdom;M
2023;Data Scientist;Data Science and Research;USD;225000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;172758;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;GBP;70000;United Kingdom;Mid-level;United Kingdom;M
2023;Research Engineer;Data Science and Research;GBP;55000;United Kingdom;Mid-level;United Kingdom;M
2023;Data Analyst;Data Analysis;USD;110000;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;USD;85000;United States;Mid-level;United States;M
2023;Insight Analyst;Data Analysis;GBP;42000;United Kingdom;Mid-level;United Kingdom;M
2023;Insight Analyst;Data Analysis;GBP;35000;United Kingdom;Mid-level;United Kingdom;M
2023;Data Engineer;Data Engineering;USD;245000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;194992;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;140000;United States;Mid-level;United States;M
2023;Data Scientist;Data Science and Research;USD;100000;United States;Mid-level;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;213800;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;180300;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;145000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;90000;United States;Senior;United States;M
2023;Director of Data Science;Data Science and Research;USD;375500;United States;Executive;United States;M
2023;Director of Data Science;Data Science and Research;USD;250300;United States;Executive;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;250500;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;166600;United States;Senior;United States;M
2023;ML Engineer;Machine Learning and AI;USD;262269;United States;Senior;United States;M
2023;ML Engineer;Machine Learning and AI;USD;230797;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;147100;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;90700;United States;Mid-level;United States;M
2023;Machine Learning Infrastructure Engineer;Machine Learning and AI;USD;185000;United States;Senior;United States;M
2023;Machine Learning Infrastructure Engineer;Machine Learning and AI;USD;145000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;GBP;100000;United Kingdom;Senior;United Kingdom;M
2023;Data Analyst;Data Analysis;GBP;75000;United Kingdom;Senior;United Kingdom;M
2023;BI Developer;BI and Visualization;GBP;80000;United Kingdom;Senior;United Kingdom;M
2023;BI Developer;BI and Visualization;GBP;50750;United Kingdom;Senior;United Kingdom;M
2023;Data Scientist;Data Science and Research;USD;115000;United States;Mid-level;United States;M
2023;Data Scientist;Data Science and Research;USD;90000;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;USD;195000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;73500;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;155000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;84800;United States;Senior;United States;M
2023;Data Infrastructure Engineer;Data Engineering;USD;185000;United States;Senior;United States;M
2023;Data Infrastructure Engineer;Data Engineering;USD;145000;United States;Senior;United States;M
2023;Machine Learning Infrastructure Engineer;Machine Learning and AI;USD;158900;United States;Senior;United States;M
2023;Machine Learning Infrastructure Engineer;Machine Learning and AI;USD;132400;United States;Senior;United States;M
2023;AI Engineer;Machine Learning and AI;USD;140000;United States;Mid-level;United States;S
2023;Data Manager;Leadership and Management;USD;130000;United States;Mid-level;United States;M
2023;Data Manager;Leadership and Management;USD;100000;United States;Mid-level;United States;M
2023;Machine Learning Scientist;Machine Learning and AI;USD;163800;United States;Senior;United States;M
2023;Machine Learning Scientist;Machine Learning and AI;USD;126000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;225000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;111967;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;205600;United States;Senior;United States;L
2023;Data Engineer;Data Engineering;USD;105700;United States;Senior;United States;L
2023;Data Manager;Leadership and Management;USD;115500;United States;Mid-level;United States;M
2023;Data Manager;Leadership and Management;USD;73500;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;USD;104000;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;USD;88000;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;216027;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;101028;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;EUR;45000;Spain;Senior;Spain;M
2023;Data Scientist;Data Science and Research;EUR;36000;Spain;Senior;Spain;M
2023;Applied Scientist;Data Science and Research;USD;309400;United States;Senior;United States;L
2023;Applied Scientist;Data Science and Research;USD;159100;United States;Senior;United States;L
2023;Data Analyst;Data Analysis;USD;142000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;128000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;174350;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;126800;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;226600;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;140100;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;180000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;162000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;262000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;186000;United States;Senior;United States;M
2023;Business Intelligence Engineer;BI and Visualization;USD;185000;United States;Senior;United States;L
2023;Business Intelligence Engineer;BI and Visualization;USD;79600;United States;Senior;United States;L
2023;Data Analyst;Data Analysis;USD;129000;Canada;Senior;Canada;M
2023;Data Analyst;Data Analysis;USD;95000;Canada;Senior;Canada;M
2023;Analytics Engineer;Leadership and Management;USD;175000;United States;Senior;United States;M
2023;Analytics Engineer;Leadership and Management;USD;120000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;GBP;75000;United Kingdom;Mid-level;United Kingdom;M
2023;Data Analyst;Data Analysis;GBP;55000;United Kingdom;Mid-level;United Kingdom;M
2023;Applied Data Scientist;Data Science and Research;EUR;27500;Italy;Entry-level;Italy;L
2023;Data Analyst;Data Analysis;USD;130000;United States;Senior;United States;S
2023;Data Analyst;Data Analysis;USD;105000;United States;Senior;United States;S
2023;Machine Learning Engineer;Machine Learning and AI;USD;232200;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;119000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;268000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;137500;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;153300;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;104244;United States;Senior;United States;M
2023;Applied Scientist;Data Science and Research;USD;216000;United States;Senior;United States;M
2023;Applied Scientist;Data Science and Research;USD;184000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;190000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;145000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;155000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;135000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;226000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;160000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;80000;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;USD;70000;United States;Mid-level;United States;M
2023;Data Science Practitioner;Data Science and Research;USD;198800;United States;Senior;United States;M
2023;Data Science Practitioner;Data Science and Research;USD;122600;United States;Senior;United States;M
2023;Applied Scientist;Data Science and Research;USD;230000;United States;Senior;United States;M
2023;Applied Scientist;Data Science and Research;USD;196000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;181500;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;127000;United States;Senior;United States;M
2023;Machine Learning Researcher;Machine Learning and AI;USD;210000;United States;Mid-level;United States;S
2023;AI Programmer;Machine Learning and AI;USD;120000;Canada;Senior;France;M
2023;ML Engineer;Machine Learning and AI;USD;385000;United States;Senior;United States;M
2023;ML Engineer;Machine Learning and AI;USD;245000;United States;Senior;United States;M
2023;AI Engineer;Machine Learning and AI;USD;225000;United States;Mid-level;United States;M
2023;AI Engineer;Machine Learning and AI;USD;175000;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;CAD;148500;Canada;Senior;Canada;M
2023;Data Engineer;Data Engineering;CAD;117000;Canada;Senior;Canada;M
2023;Data Analyst;Data Analysis;USD;131650;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;105320;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;210000;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;151800;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;147500;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;112500;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;240000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;163200;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;134200;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;103200;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;65000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;55000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;234000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;176000;United States;Senior;United States;M
2023;Machine Learning Infrastructure Engineer;Machine Learning and AI;USD;165400;United States;Senior;United States;M
2023;Machine Learning Infrastructure Engineer;Machine Learning and AI;USD;127300;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;180400;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;138800;United States;Senior;United States;M
2023;Data Science Manager;Data Science and Research;EUR;100000;Philippines;Senior;Czech Republic;L
2023;AI Engineer;Machine Learning and AI;EUR;30390;Spain;Mid-level;Spain;L
2023;Data Science Lead;Data Science and Research;USD;185900;United States;Mid-level;United States;M
2023;Data Science Lead;Data Science and Research;USD;129300;United States;Mid-level;United States;M
2023;Data Manager;Leadership and Management;USD;115500;United States;Mid-level;United States;M
2023;Data Manager;Leadership and Management;USD;73500;United States;Mid-level;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;145000;United States;Mid-level;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;135000;United States;Mid-level;United States;M
2023;Data Scientist;Data Science and Research;USD;126900;United States;Mid-level;United States;M
2023;Data Scientist;Data Science and Research;USD;77900;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;USD;85000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;75000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;GBP;90000;United Kingdom;Mid-level;United Kingdom;M
2023;Data Engineer;Data Engineering;GBP;75000;United Kingdom;Mid-level;United Kingdom;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;330000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;204000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;169000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;110600;United States;Senior;United States;M
2023;Data Manager;Leadership and Management;USD;115500;United States;Mid-level;United States;M
2023;Data Manager;Leadership and Management;USD;73500;United States;Mid-level;United States;M
2023;Data Scientist;Data Science and Research;USD;168000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;130000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;225500;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;139400;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;150000;United States;Entry-level;United States;M
2023;Data Scientist;Data Science and Research;USD;140000;United States;Entry-level;United States;M
2023;Data Scientist;Data Science and Research;USD;226000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;162000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;200000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;150000;United States;Senior;United States;M
2023;Data Modeler;Data Architecture and Modeling;USD;195000;United States;Senior;United States;M
2023;Data Modeler;Data Architecture and Modeling;USD;160000;United States;Senior;United States;M
2023;Data Operations Analyst;Data Quality and Operations;USD;154000;United States;Senior;United States;M
2023;Data Operations Analyst;Data Quality and Operations;USD;82000;United States;Senior;United States;M
2023;Data Science Manager;Data Science and Research;USD;160000;United States;Senior;United States;M
2023;Data Science Manager;Data Science and Research;USD;145000;United States;Senior;United States;M
2023;AI Engineer;Machine Learning and AI;USD;239400;United States;Senior;United States;M
2023;AI Engineer;Machine Learning and AI;USD;136800;United States;Senior;United States;M
2023;Head of Data;Leadership and Management;USD;329500;United States;Executive;United States;M
2023;Head of Data;Leadership and Management;USD;269600;United States;Executive;United States;M
2023;Data Scientist;Data Science and Research;USD;120000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;100000;United States;Senior;United States;M
2023;Decision Scientist;Data Science and Research;USD;204500;United States;Senior;United States;M
2023;Decision Scientist;Data Science and Research;USD;142200;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;230000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;180000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;164000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;130000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;169000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;91000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;323300;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;184700;United States;Senior;United States;M
2023;Data Manager;Leadership and Management;USD;145000;United States;Senior;United States;M
2023;Data Manager;Leadership and Management;USD;130000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;170000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;120000;United States;Senior;United States;M
2023;Research Scientist;Data Science and Research;USD;210000;United States;Senior;United States;M
2023;Research Scientist;Data Science and Research;USD;136000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;171250;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;113750;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;136000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;104000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;195000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;142000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;185900;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;129300;United States;Mid-level;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;194100;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;152300;United States;Senior;United States;M
2023;Data Architect;Data Architecture and Modeling;USD;190000;United States;Senior;United States;M
2023;Data Architect;Data Architecture and Modeling;USD;120000;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;240000;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;157250;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;212000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;170000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;194400;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;132192;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;204500;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;142200;United States;Senior;United States;M
2023;Analytics Engineer;Leadership and Management;USD;174000;United States;Senior;United States;M
2023;Analytics Engineer;Leadership and Management;USD;134000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;EUR;36000;Spain;Mid-level;Spain;L
2023;Data Engineer;Data Engineering;USD;152000;United States;Mid-level;United States;M
2023;Data Developer;Leadership and Management;USD;144700;United States;Senior;United States;M
2023;Data Developer;Leadership and Management;USD;85500;United States;Senior;United States;M
2023;Data Manager;Leadership and Management;USD;115500;United States;Mid-level;United States;M
2023;Data Manager;Leadership and Management;USD;73500;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;EUR;49200;Estonia;Mid-level;Estonia;M
2023;Data Analyst;Data Analysis;EUR;36000;Estonia;Mid-level;Estonia;M
2023;Data Scientist;Data Science and Research;USD;200000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;160000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;67500;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;USD;46500;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;265800;United States;Executive;United States;M
2023;Data Engineer;Data Engineering;USD;177200;United States;Executive;United States;M
2023;Data Scientist;Data Science and Research;USD;222000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;115920;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;250000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;190000;United States;Senior;United States;M
2023;AI Engineer;Machine Learning and AI;EUR;60000;Spain;Senior;Spain;M
2023;Data Engineer;Data Engineering;USD;284310;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;153090;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;324000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;159000;United States;Senior;United States;M
2023;Research Scientist;Data Science and Research;USD;204500;United States;Senior;United States;M
2023;Research Scientist;Data Science and Research;USD;142200;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;309000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;142000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;247300;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;139700;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;95000;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;USD;80000;United States;Mid-level;United States;M
2023;Data Scientist;Data Science and Research;USD;130500;United States;Mid-level;United States;M
2023;Data Scientist;Data Science and Research;USD;111000;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;USD;213210;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;102434;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;200000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;140000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;226600;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;140100;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;225000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;156400;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;250000;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;176000;United States;Senior;United States;M
2022;Machine Learning Scientist;Machine Learning and AI;USD;80000;Canada;Entry-level;United States;S
2023;Analytics Engineer;Leadership and Management;USD;233400;United States;Senior;United States;M
2023;Analytics Engineer;Leadership and Management;USD;145300;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;248000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;149000;United States;Senior;United States;M
2023;Analytics Engineer;Leadership and Management;USD;156450;United States;Entry-level;United States;M
2023;Analytics Engineer;Leadership and Management;USD;119200;United States;Entry-level;United States;M
2023;Data Manager;Leadership and Management;USD;115500;United States;Mid-level;United States;M
2023;Data Manager;Leadership and Management;USD;73500;United States;Mid-level;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;185000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;120250;United States;Senior;United States;M
2023;Applied Scientist;Data Science and Research;USD;216000;United States;Senior;United States;M
2023;Applied Scientist;Data Science and Research;USD;184000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;300000;United States;Mid-level;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;200000;United States;Mid-level;United States;M
2023;Applied Scientist;Data Science and Research;USD;230000;United States;Senior;United States;M
2023;Applied Scientist;Data Science and Research;USD;196000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;192000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;164000;United States;Senior;United States;M
2023;Data Science Lead;Data Science and Research;USD;225000;United States;Mid-level;United States;M
2023;Data Science Lead;Data Science and Research;USD;152700;United States;Mid-level;United States;M
2023;Applied Scientist;Data Science and Research;USD;192000;United States;Senior;United States;M
2023;Applied Scientist;Data Science and Research;USD;164000;United States;Senior;United States;M
2023;Data Manager;Leadership and Management;USD;115500;United States;Mid-level;United States;M
2023;Data Manager;Leadership and Management;USD;73500;United States;Mid-level;United States;M
2023;AI Scientist;Machine Learning and AI;EUR;60000;Germany;Senior;Germany;L
2023;Data Engineer;Data Engineering;USD;160000;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;140000;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;139152;United States;Mid-level;United States;L
2023;Data Engineer;Data Engineering;USD;82452;United States;Mid-level;United States;L
2023;Decision Scientist;Data Science and Research;USD;204500;United States;Senior;United States;M
2023;Decision Scientist;Data Science and Research;USD;142200;United States;Senior;United States;M
2023;Data Strategist;Data Architecture and Modeling;USD;85000;United States;Mid-level;United States;M
2023;Data Strategist;Data Architecture and Modeling;USD;65000;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;USD;139000;United States;Senior;United States;M
